F1,Name,Abb,Book,Aggressions,Agg_freq,Paragraphs,Mention_freq,Agg_likelihood,Mentions,None (Non-Human),Evil,House,Stupefy,Expelliarmus,Crucio,Avada Kedavra,Impedimenta,Gender,subjective,objective,possessive,BookNoYear,RDBritish,RDAmerican,CopiesSold,Deaths,AvgRating,Series,BookNN,present,past
0,Harry Potter,harr,The Sorcerer's Stone (1997),3,0.002793,3015,0.356219,8.42,1074,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
1,Hermione Granger,herm,The Sorcerer's Stone (1997),3,0.012048,3015,0.082587,36.33,249,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
2,Voldemort,vold,The Sorcerer's Stone (1997),0,0,3015,0.010614,0,32,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
3,Ron Weasley,ronw,The Sorcerer's Stone (1997),2,0.003899,3015,0.170149,11.75,513,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
4,Severus Snape,snap,The Sorcerer's Stone (1997),0,0,3015,0.049088,0,148,0,No,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
5,Albus Dumbledore,albu,The Sorcerer's Stone (1997),0,0,3015,0.04743,0,143,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
6,Draco Malfoy,drac,The Sorcerer's Stone (1997),1,0.090909,3015,0.003648,274.09,11,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
7,Neville Longbottom,nevi,The Sorcerer's Stone (1997),0,0,3015,0.033499,0,101,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
8,Minerva McGonagall,mcgo,The Sorcerer's Stone (1997),0,0,3015,0.031177,0,94,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
9,Vincent Crabbe,crab,The Sorcerer's Stone (1997),0,0,3015,0.006965,0,21,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
10,Fred Weasley,fred,The Sorcerer's Stone (1997),0,0,3015,0.011277,0,34,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
11,George Weasley,geor,The Sorcerer's Stone (1997),0,0,3015,0.009619,0,29,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
12,Quirinus Quirrell,quir,The Sorcerer's Stone (1997),5,0.058824,3015,0.028192,177.35,85,0,Yes,Ravenclaw,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
13,Filius Flitwick,flit,The Sorcerer's Stone (1997),0,0,3015,0.005638,0,17,0,No,Ravenclaw,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
14,Rubeus Hagrid,hagr,The Sorcerer's Stone (1997),1,0.00304,3015,0.109121,9.16,329,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
15,Cho Chang,choc,The Sorcerer's Stone (1997),0,0,3015,0.036484,0,110,0,No,Ravenclaw,0,0,0,0,0,F,she,her,her,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
16,Peeves,peev,The Sorcerer's Stone (1997),0,0,3015,0.010282,0,31,1,No,None (Non-Human),0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
17,Percy Weasley,perc,The Sorcerer's Stone (1997),0,0,3015,0.012272,0,37,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
18,Seamus Finnegan,seam,The Sorcerer's Stone (1997),0,0,3015,0.005638,0,17,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
19,Fluffy,fluf,The Sorcerer's Stone (1997),1,0.038462,3015,0.008624,115.96,26,1,No,None (Non-Human),0,0,0,0,0,N,it,it,its,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
20,Greggory Goyle,goyl,The Sorcerer's Stone (1997),0,0,3015,0.007297,0,22,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
21,Lee Jordan,leej,The Sorcerer's Stone (1997),0,0,3015,0.003648,0,11,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
22,Madam Hooch,hooc,The Sorcerer's Stone (1997),0,0,3015,0.00398,0,12,0,No,Unknown,0,0,0,0,0,F,she,her,her,Harry Potter and the Sorcerer's Stone,6/26/1997,9/1/1998,107,3,4.43,1,The Sorcerer's Stone ('97),is,was
23,Harry Potter,harr,The Chamber of Secrets (1998),4,0.003001,3373,0.395197,10.12,1333,0,No,Gryffindor,0,1,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
24,Hermione Granger,herm,The Chamber of Secrets (1998),0,0,3373,0.088052,0,297,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
25,Voldemort,vold,The Chamber of Secrets (1998),1,0.032258,3373,0.009191,108.81,31,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
26,Ron Weasley,ronw,The Chamber of Secrets (1998),1,0.001372,3373,0.216128,4.63,729,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
27,Severus Snape,snap,The Chamber of Secrets (1998),2,0.025974,3373,0.022828,87.61,77,0,No,Slytherin,0,1,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
28,Albus Dumbledore,albu,The Chamber of Secrets (1998),0,0,3373,0.041803,0,141,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
29,Draco Malfoy,drac,The Chamber of Secrets (1998),3,0.09375,3373,0.009487,316.22,32,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
30,Neville Longbottom,nevi,The Chamber of Secrets (1998),0,0,3373,0.008301,0,28,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
31,Basilisk,basi,The Chamber of Secrets (1998),12,0.5,3373,0.007115,"1,686.50",24,1,Yes,None (Non-Human),0,0,0,0,0,N,it,it,its,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
32,Minerva McGonagall,mcgo,The Chamber of Secrets (1998),0,0,3373,0.023718,0,80,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
33,Ginny Weasley,ginn,The Chamber of Secrets (1998),0,0,3373,0.029944,0,101,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
34,Vincent Crabbe,crab,The Chamber of Secrets (1998),0,0,3373,0.008894,0,30,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
35,Dobby,dobb,The Chamber of Secrets (1998),3,0.028302,3373,0.031426,95.46,106,1,No,None (Non-Human),0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
36,Fred Weasley,fred,The Chamber of Secrets (1998),0,0,3373,0.029054,0,98,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
37,George Weasley,geor,The Chamber of Secrets (1998),0,0,3373,0.025793,0,87,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
38,Arthur Weasley,arth,The Chamber of Secrets (1998),1,0.055556,3373,0.005336,187.39,18,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
39,Rubeus Hagrid,hagr,The Chamber of Secrets (1998),1,0.007353,3373,0.04032,24.8,136,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
40,Gilderoy Lockhart,lock,The Chamber of Secrets (1998),3,0.014151,3373,0.062852,47.73,212,0,No,Ravenclaw,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
41,Ernie MacMillion,erni,The Chamber of Secrets (1998),0,0,3373,0.007708,0,26,0,No,Hufflepuff,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
42,Fawkes,fawk,The Chamber of Secrets (1998),3,0.111111,3373,0.008005,374.78,27,0,No,None (Non-Human),0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
43,Cho Chang,choc,The Chamber of Secrets (1998),0,0,3373,0.043285,0,146,0,No,Ravenclaw,0,0,0,0,0,F,she,her,her,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
44,Dean Thomas,dean,The Chamber of Secrets (1998),0,0,3373,0.004447,0,15,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
45,Peeves,peev,The Chamber of Secrets (1998),0,0,3373,0.006522,0,22,1,No,None (Non-Human),0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
46,Percy Weasley,perc,The Chamber of Secrets (1998),0,0,3373,0.02016,0,68,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
47,Seamus Finnegan,seam,The Chamber of Secrets (1998),0,0,3373,0.00504,0,17,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
48,Colin Creevey,coli,The Chamber of Secrets (1998),0,0,3373,0.012452,0,42,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
49,Greggory Goyle,goyl,The Chamber of Secrets (1998),0,0,3373,0.009784,0,33,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
50,Justin Finch-Fletchley,just,The Chamber of Secrets (1998),0,0,3373,0.010969,0,37,0,No,Hufflepuff,0,0,0,0,0,M,he,him,his,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
51,Madam Pince,pinc,The Chamber of Secrets (1998),0,0,3373,0.004447,0,15,0,No,Unknown,0,0,0,0,0,F,she,her,her,Harry Potter and the Chamber of Secrets,7/2/1998,6/2/1999,60,1,4.36,2,The Chamber of Secrets ('98),is,was
52,Harry Potter,harr,The Prisoner of Azkaban (1999),26,0.015644,4092,0.406158,64.01,1662,0,No,Gryffindor,0,2,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
53,Hermione Granger,herm,The Prisoner of Azkaban (1999),4,0.006656,4092,0.146872,27.23,601,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
54,Voldemort,vold,The Prisoner of Azkaban (1999),0,0,4092,0.009775,0,40,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
55,Ron Weasley,ronw,The Prisoner of Azkaban (1999),2,0.002309,4092,0.211632,9.45,866,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
56,Severus Snape,snap,The Prisoner of Azkaban (1999),1,0.004274,4092,0.057185,17.49,234,0,No,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
57,Albus Dumbledore,albu,The Prisoner of Azkaban (1999),1,0.006993,4092,0.034946,28.62,143,0,No,Gryffindor,1,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
58,Boggart,bogg,The Prisoner of Azkaban (1999),13,0.371429,4092,0.008553,"1,519.89",35,1,No,None (Non-Human),0,0,0,0,0,N,it,it,its,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
59,Neville Longbottom,nevi,The Prisoner of Azkaban (1999),2,0.021277,4092,0.022972,87.06,94,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
60,Dementors,deme,The Prisoner of Azkaban (1999),6,0.046512,4092,0.031525,190.33,129,1,Yes,None (Non-Human),0,0,0,0,0,T,they,them,their,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),are,were
61,Remus Lupin,remu,The Prisoner of Azkaban (1999),7,0.018182,4092,0.094086,74.4,385,0,No,Gryffindor,0,1,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
62,Minerva McGonagall,mcgo,The Prisoner of Azkaban (1999),0,0,4092,0.023949,0,98,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
63,Sirius Black,siri,The Prisoner of Azkaban (1999),6,0.04918,4092,0.029814,201.25,122,0,No,Gryffindor,0,1,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
64,Peter Pettigrew,worm,The Prisoner of Azkaban (1999),3,0.03125,4092,0.02346,127.88,96,0,Yes,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
65,Ginny Weasley,ginn,The Prisoner of Azkaban (1999),0,0,4092,0.004399,0,18,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
66,Thorfinn Rowle,rowl,The Prisoner of Azkaban (1999),0,0,4092,0.002688,0,11,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
67,Whomping Willow,will,The Prisoner of Azkaban (1999),1,0.041667,4092,0.005865,170.5,24,1,No,None (Non-Human),0,0,0,0,0,N,it,it,its,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
68,Vincent Crabbe,crab,The Prisoner of Azkaban (1999),0,0,4092,0.00782,0,32,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
69,Fred Weasley,fred,The Prisoner of Azkaban (1999),0,0,4092,0.017595,0,72,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
70,George Weasley,geor,The Prisoner of Azkaban (1999),0,0,4092,0.014663,0,60,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
71,James Potter,jame,The Prisoner of Azkaban (1999),0,0,4092,0.007576,0,31,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
72,Filius Flitwick,flit,The Prisoner of Azkaban (1999),0,0,4092,0.005376,0,22,0,No,Ravenclaw,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
73,Rubeus Hagrid,hagr,The Prisoner of Azkaban (1999),0,0,4092,0.054985,0,225,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
74,Parvati Patil,parv,The Prisoner of Azkaban (1999),1,0.055556,4092,0.004399,227.33,18,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
75,Buckbeak,buck,The Prisoner of Azkaban (1999),1,0.012195,4092,0.020039,49.9,82,1,No,None (Non-Human),0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
76,Cho Chang,choc,The Prisoner of Azkaban (1999),0,0,4092,0.034457,0,141,0,No,Ravenclaw,0,0,0,0,0,F,she,her,her,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
77,Dean Thomas,dean,The Prisoner of Azkaban (1999),1,0.058824,4092,0.004154,240.71,17,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
78,Peeves,peev,The Prisoner of Azkaban (1999),0,0,4092,0.004399,0,18,1,No,None (Non-Human),0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
79,Percy Weasley,perc,The Prisoner of Azkaban (1999),0,0,4092,0.015396,0,63,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
80,Seamus Finnegan,seam,The Prisoner of Azkaban (1999),1,0.055556,4092,0.004399,227.33,18,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
81,Sybill Trelawney,trel,The Prisoner of Azkaban (1999),0,0,4092,0.01955,0,80,0,No,Ravenclaw,0,0,0,0,0,F,she,her,her,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
82,Greggory Goyle,goyl,The Prisoner of Azkaban (1999),0,0,4092,0.008553,0,35,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
83,Madam Hooch,hooc,The Prisoner of Azkaban (1999),0,0,4092,0.005132,0,21,0,No,Unknown,0,0,0,0,0,F,she,her,her,Harry Potter and the Prisoner of Azkaban,7/8/1999,9/8/1999,60,1,4.52,3,The Prisoner of Azkaban ('99),is,was
84,Harry Potter,harr,The Goblet of Fire (2000),20,0.007713,6803,0.381155,52.47,2593,0,No,Gryffindor,5,2,0,0,6,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
85,Hermione Granger,herm,The Goblet of Fire (2000),2,0.002436,6803,0.120682,16.57,821,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
86,Voldemort,vold,The Goblet of Fire (2000),11,0.055838,6803,0.028958,379.86,197,0,Yes,Slytherin,1,0,4,1,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
87,Ron Weasley,ronw,The Goblet of Fire (2000),3,0.002515,6803,0.175364,17.11,1193,0,No,Gryffindor,0,0,0,0,1,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
88,Severus Snape,snap,The Goblet of Fire (2000),0,0,6803,0.030134,0,205,0,No,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
89,Albus Dumbledore,albu,The Goblet of Fire (2000),1,0.001972,6803,0.074526,13.42,507,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
90,Draco Malfoy,drac,The Goblet of Fire (2000),2,0.090909,6803,0.003234,618.45,22,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
91,Neville Longbottom,nevi,The Goblet of Fire (2000),0,0,6803,0.009996,0,68,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
92,Dementors,deme,The Goblet of Fire (2000),3,0.081081,6803,0.005439,551.59,37,1,Yes,None (Non-Human),0,0,0,0,0,T,they,them,their,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),are,were
93,Barty Crouch Jr.,croj,The Goblet of Fire (2000),12,0.5,6803,0.003528,"3,401.50",24,0,Yes,Slytherin,1,0,1,2,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
94,Minerva McGonagall,mcgo,The Goblet of Fire (2000),0,0,6803,0.013523,0,92,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
95,Sirius Black,siri,The Goblet of Fire (2000),0,0,6803,0.026606,0,181,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
96,Ginny Weasley,ginn,The Goblet of Fire (2000),0,0,6803,0.006321,0,43,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
97,Thorfinn Rowle,rowl,The Goblet of Fire (2000),0,0,6803,0.004704,0,32,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
98,Vincent Crabbe,crab,The Goblet of Fire (2000),0,0,6803,0.005145,0,35,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
99,Dobby,dobb,The Goblet of Fire (2000),0,0,6803,0.016757,0,114,1,No,None (Non-Human),0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
